"","DCIS.15T","DCIS.166T","DCIS.178T","DCIS.17T","DCIS.18T","DCIS.274T","DCIS.280T","DCIS.307T","DCIS.320T","DCIS.322T","DCIS.336T","IDC.127T","IDC.180T.HER2.","IDC.192T.HER2.","IDC.229T.HER2.","IDC.249T.TN","IDC.251T.TN","IDC.255T.TN","IDC.340T.TN","IDC.97T","IDC.242T","IDC.256T","N113OT","N113ST","N166OT","N166ST","N169OT","N169ST","N170OT","N170ST","N215OT","N215ST","N250OT","N250ST","N253OT","N253ST","N256ST.BRCA1","N261ST.BRCA1","N335ST.BRCA2","N352ST.BRCA1","N353ST.BRCA2"
"LINC01179",6,1,8,95,6,0,0,0,0,0,0,145,9,0,0,0,0,0,0,9,3,2,0,4,0,0,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0
"LINC01180",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,3,0,2,0,1,0,0,0,0,0,5,0
"LINC01182",0,1,23,18,2,6,6,0,10,0,0,1,0,0,0,0,0,0,0,1,1,18,7,1,0,0,0,0,0,0,0,0,0,0,153,17,0,0,1,1,0
"LINC01184",6,42,2,1,4,1,1,0,0,5,0,17,0,1,21,0,0,0,0,3,0,2,0,2,3,34,0,12,10,7,3,2,1,1,0,6,0,0,0,0,0
"LINC01185",2,51,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,29,18,4,1,177,230,8,23,6,14,795,5,1,0,0,0,0,0,0,1,0
"LINC01186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01187",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0
"LINC01189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01191",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"LINC01192",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0
"LINC01193",0,0,1,0,7,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01197",8,1,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,4,1,1,8,3,2,0,1,0,5,0,2,0,0,0,0,0
"LINC01198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,57,0,9,0,9,0,0,16,8,0,1,0,0,3,0,0
"LINC01201",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,45,0,0,0,2,0
"LINC01202",2,0,0,39,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"LINC01203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
"LINC01204",0,5,0,0,2,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,49,0,0,0,2,0,0,1,0,0,0,0,39,0
"LINC01205",5,1,2,59,4,5,4,0,0,0,1,3,0,0,0,0,0,0,0,3,1,17,0,1,0,6,3,1,2,16,0,0,0,1,20,4,0,1,5,0,0
"LINC01206",18,10,93,8,8,2,0,0,0,0,1,21,0,0,0,0,0,0,0,3,43,0,0,0,3,0,0,45,8,71,0,5,0,10,3,127,0,0,0,13,0
"LINC01207",0,0,1,5,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0
"LINC01208",0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"LINC01209",9,0,2,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0
"LINC01210",2,8,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,7,0,0,0,0,16,1,0,0,0,0,0
"LINC01213",2,10,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,5,0,0,4,0,0,0,0,0,0,57,0,0,0,0,0,0,0
"LINC01214",0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,1,1,1,1,11,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"LINC01215",11,2,3,7,120,11,8,11,7,8,3,5,6,24,18,15,27,5,6,2,13,4,9,10,1,1,1,3,3,41,138,0,1,3,11,0,12,14,2,11,25
"LINC01216",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01219",3,0,0,357,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1003,2,0,0,0,0,0,2,957,4,0,3,0,0,0,0,0,0,0
"LINC01220",2,0,23,37,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,240,0,2,0,2,15,7,0,0,0,0,13,0,0,0,1,0,0
"LINC01221",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"LINC01222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"LINC01224",1,1,0,1,3,1,2,1,0,0,0,0,0,0,0,13,1,0,0,1,1,12,1,3,0,0,0,6,1,1,0,0,9,0,1,0,0,0,1,3,0
"LINC01225",16,0,2,5,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,30,2,0,9,2,0,1,2,3,0,2,0,2,1,0,2,0,0,0,0,0
"LINC01226",1,0,6,1,85,0,158,0,120,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,3,162,0,1,0,1,6,2,2,0,0,0,0,0,0,23,0
"LINC01227",1,62,2,4,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01229",0,0,2,1,0,3,1,0,0,0,0,2,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0
"LINC01230",1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,25,0,0,0,1,0,0,0,0,0,0
"LINC01231",1,0,0,1,0,0,4,0,0,0,0,92,0,0,0,0,0,0,0,1,0,0,1,10,112,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01232",0,0,0,1,3,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,1,0,10,0,0,4,1,0,0,19,0
"LINC01233",1,2,0,2,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0
"LINC01234",4,1,4,1,101,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,146,0,0,0,2,0,0,0,0,0,0,0
"LINC01237",1,1,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,78,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
"LINC01239",1,5,0,5,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,1,0,24,23,10,5,0,0,1,0,8,1,0,0,0,0,0
"LINC01241",0,5,0,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1,1,75,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0
"LINC01242",3,10,2,1,11,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,2,35,5,27,18,5,26,6,1,3,5,0,91,0,7,0,0,0,0,0
"LINC01243",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01246",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01247",0,1,1,7,0,0,0,0,0,0,0,25,0,4,0,0,14,0,0,878,261,1,1,2,1,1,1,1,1,1,2,0,0,8,2,0,0,0,1,1,0
"LINC01248",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,13,0,0,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0
"LINC01249",5,0,0,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,0,1,0,2,0,0,0,4,0,1,0,0,0,0,9,0
"LINC01250",30,1,1,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,1,56,1,1,42,6,6,1,2,1,0,2,1,0,0,0,0,0,0,0
"LINC01251",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LINC01252",0,0,4,69,8,1,17,0,0,0,0,1,0,0,6,0,0,0,0,3,9,65,1,0,0,0,18,7,0,1,107,0,0,2,2,7,0,0,0,0,0
"LINC01254",2,1,44,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,2,21,1,1,1,0,1,123,1,1,0,0,0,1,0
"LINC01255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,3,0,0,12,0,1,0,0,0,0,0,0,0,1,0
"LINC01256",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01257",15,1,4,44,4,505,0,0,0,0,0,1,0,0,0,0,0,0,0,70,7,0,0,0,0,0,2,2,0,2,7,0,2,0,7,565,0,0,0,0,0
"LINC01258",6,28,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,5,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0
"LINC01260",1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,15,0,0,0,9,4,765,0,0,0,0,0
"LINC01262",0,0,0,3,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,10,31,0,0,0,0,0,0,0,17,0,0,0,7,0,0,0,0,0
"LINC01264",1,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0
"LINC01265",3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC01266",0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,6,14,2,2,0,1,2,0,4,0,0,6,0,1,0,0,0,2,0
"LINC01267",14,22,20,3,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,41,389,55,189,399,15,268,1,1,1,8,32,3,1,19,0,0,0,0,0
"LINC01268",1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,3,1,0,0,2,0,0,1,0,0,0,9,0,0,4,0,0,0
"LINC01269",1,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,23,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,161,0
"LINC01270",276,187,131,1,1,1,0,0,0,0,0,11,0,0,0,0,0,0,0,2,219,0,81,0,12,12,1,786,130,5,108,2,28,1,0,15,0,0,0,517,0
"LINC01271",1,1,1,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,1,5,1,10,1,0,0,1,10,0,0,20,0,1,1,0,0,0,0,0
"LINC01272",7,23,6,6,3,0,0,0,0,0,0,13,3,0,0,0,1,0,1,1,0,1,5,343,0,18,295,17,1,0,3,0,6,3,0,0,1,1,0,1,1
"LINC01273",2,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,8,0,0,0,0,0,0,0,0,0
"LINC01276",3,4,2,5,80,0,0,0,0,0,0,2,0,0,0,0,0,0,0,168,0,0,1,0,1,0,0,1,0,0,0,2,20,1,25,17,0,0,0,0,0
"LINC01277",0,7,0,166,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0
"LINC01278",6,1,0,10,4,0,16,0,0,0,0,5,0,2,504,0,0,0,0,0,1,0,1,0,0,0,0,2,4,4,0,3,3,0,4,0,0,4009,2909,0,33
"LINC01279",1,3,7,3,5,0,373,0,0,0,0,2,0,0,2,0,0,0,0,31,4,2,1,1,14,8,0,2,1,323,3,15,103,2,0,0,0,0,4,13,36
"LINC01280",2,11,21,135,84,0,0,0,0,0,0,163,0,0,0,0,0,0,0,53,1,72,0,0,44,443,23,37,3607,10,9,73,23,7,39,263,0,0,0,0,0
"LINC01281",0,0,7,0,7,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,4,102,0,1,0,0,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0
"LINC01282",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,6,0,0,0,0,0,1,0,0,0,0,0,14,0,2,0,0,0,0,0
"LINC01284",1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,29,14,1,1,1,1,7,3,99,0,0,5,0,0,0,0,0,0,0,0
"LINC01285",2,2,2,21,983,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,14,28,0,1,0,0,0,0,0,0,0,0,0,0
"LINC01287",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,0,24,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0
"LINC01288",9,0,3,3,99,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7,67,22,0,17,8,0,0,0,5,1,0,0,0,1,6,0,0,0,0,0
"LINC01289",10,0,7,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,159,1,68,3,9,0,0,1,22,19,0,1,116,1,2,0,0,0,0,0
"LINC01291",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01296",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,20,0,0,0,4,0,1,11,5,1,1,0
"LINC01297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01298",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"LINC01299",30,0,3,1,95,3,6,0,0,75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01300",4,0,0,6,132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,2,0,21,0,0,4,3,2,0,0,0,0,0,0
"LINC01301",2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,4,2,0,2,0,0,2,2,0,10,0,0,0,3,0
"LINC01304",0,0,1,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,37,6,0,38,0,0,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01305",4,0,32,133,5,232,0,0,1,1,0,14,0,0,0,1,1,1,2,1,2,0,4,3,20,26,65,2,20,12,8,2,0,2,1,2,0,0,3,0,0
"LINC01307",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"LINC01310",47,3,9,46,13,75,1,0,0,0,0,54,0,0,0,0,0,0,0,121,13,3,345,17503,44,25,2,7,13,1,0,40,2,1,17,6,0,0,0,17,0
"LINC01311",85,114,11,21,73,0,0,0,0,0,0,62,0,0,1,0,0,0,1,89,0,5,1,1,1,2,1,1,9,59,2,37,0,2,0,5,0,0,0,0,0
"LINC01312",0,1,5,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,0,2,0,0,0,0,0,0,0,0,0,0
"LINC01314",76,17,18,96,109,1,53,0,0,0,1,7,3,0,0,0,1,1,0,3,949,4,5,2,8,19,1126,1660,4,6,0,2,3,5,253,2,0,11,1,4,5
"LINC01315",21,3,9,5,56,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,65,0,13,124,17,109,1,5,16,0,1,0,4,5,2,0,0,1,1,0,0
"LINC01317",0,1,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,142,0,12,0,0,1,0,0,4,0,0,0,0,1,11,1,0,0,0,0
"LINC01318",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01320",0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,3,0,0,0,0,0,0,9,0,1,0,0,1,40,0,0,0,3,0
"LINC01322",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,3,0,0,1,1,0,0,0,0,0,2,0,0,0,4,0
"LINC01324",1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,0,0,0
"LINC01327",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01330",0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,246,1,0,1,0,0,1,0,2,2,0,0,0,0,0,0
"LINC01331",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0
"LINC01333",0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,44,0,0,1,0,0,0,1,0
"LINC01335",0,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"LINC01336",1,3,0,0,12,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,3,0,23,0,0,0,0,0,0,0,0,0,0,4
"LINC01337",0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01338",0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01339",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01340",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC01341",3,2,2,2,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,12,5,3,1,0,211,4,2,5,0,3,249,0,1,0,0,0,1,0
"LINC01342",8,37,5,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,139,3,5,5,0,0,0,0,0,0,23,54,0,1,0,0,0,0,0
"LINC01343",7,3,1,1,27,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,1,0,0,1,51,1,5,1,14,1,1,258,0,2,3,0,0,0,1,0
"LINC01344",1,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01346",0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,2,0,0,0,0,1585,2,0,24,0,0,0,0,0
"LINC01347",2,2,10,1,2,0,7,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,50,2,2,5,0,5,0,1,0,1,0,1,0,1,0,2,0,1,0
"LINC01349",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01350",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
"LINC01351",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,163,9,1,26,0,1,1,0,0,1,0,0,0,0,0,0,1,0
"LINC01352",2,0,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,1,6,0,1,9,0,1,2,1,0,0,0,0,0,0,0,0,0,0
"LINC01353",1,4,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0
"LINC01354",8,1,15,1,68,0,0,0,1,0,0,20,0,0,0,0,0,0,0,1,136,5,1,1,11,25,4,1,6,3,5,0,2,58,0,0,0,0,0,3,2
"LINC01355",0,3,1,0,1,0,0,0,0,0,0,8,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,2,1,0
"LINC01356",36,0,0,65,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,2,2,0,7,8,10,0,12,0,9,0,5,13,0,0,1,0,0,0,0,0
"LINC01358",0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,284,0,0,0,2,0,0,0,0,0,0,0
"LINC01359",0,3,0,3,0,0,0,0,0,0,4,11,0,0,1,0,0,8,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1,0,0,0
"LINC01360",1,1,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"LINC01361",3,1,2,0,5,306,44,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,2,1,8,0,1,0,4,0,1,0,0,0,0,0
"LINC01363",0,2,3,1,0,47,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,6,0,1,0,0,0,2,0
"LINC01364",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,22,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC01365",3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0
"LINC01366",1,0,3,0,0,0,3,0,0,0,8,0,0,3,2,0,0,0,0,0,0,1,2,17,0,1,1,0,0,5,0,0,0,0,0,2,0,2,0,7,0
"LINC01370",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,0,68,0
"LINC01372",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,1,0,0,0
"LINC01375",9,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"LINC01376",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
"LINC01377",0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LINC01378",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01381",0,1,0,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,13,1,0,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,1,0
"LINC01384",0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,47,0,0,0,0,0,0,0,0,0,0,0
"LINC01386",0,0,0,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01387",1,216,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,86,0,0,0,17,1,52,0,1,0,0,0,0,0,0,0
"LINC01389",0,16,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,2,1,13,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1646,0
"LINC01391",62,6,240,16,240,1,0,0,0,0,0,76,0,0,0,0,0,0,0,149,338,1482,105,1664,23,956,10,686,69,76,3330,46,37,4,5,135,0,0,0,0,0
"LINC01392",0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,1,545,0,0,0,0,0
"LINC01393",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"LINC01395",1,0,40,2,2093,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,0,1,14,0,9,0,0,2,8,53,0,0,29,5,0,1,0,0,0,0,0
"LINC01396",0,0,1,0,61,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0
